content,stars,title
"Hotel fica um pouco afastado do centro de gramado, mas não chega a ser problema para quem está de carro. Quarto bem amplo e confortável com ar condicionado e cobertores de frio. Café da manhã bom e funcionários bem simpáticos.",2,Não combina com Gramado
"Fomos muito bem atendidos. O café da manhã é simples, mas delicioso e bastante farto! O quarto em que ficamos tinha vista para o pórtico de Gramado e mesmo ficando em frente à rodovia, não tivemos problemas para dormir. O quarto era confortável, cama de casal grande, armário aberto (evita o mofo), vários cobertores, frigobar, ar condicionado (quente e frio), televisão, internet Wifi, toalhas gostosas, sabonete à vontade, banheiro espaçoso, box para o chuveiro, vários locais para dependurar toalhas, roupas, bolsas, muito bom! Certamente voltaria. Não gostei da garagem ser descoberta e fechada, mas o local me pareceu bem tranquilo. Se você é uma pessoa com dificuldade de locomoção, tem que usar carro, pois alguns quartos são atrás da pousada e é preciso usar escadas para descer para tomar café. Se estiver de carro, pode fazer esse trajeto sem ter que usar as escadas, pois a pousada tem duas entradas. Também é preciso estar de carro para visitar o centro da cidade, mas a pousada fica bem perto (5 min de carro) de vários restaurantes deliciosos, na entrada da cidade.",4,Boa opção para quem viaja em família
"Otima pousada. Atendimento de qualidade. A pousada tem uma cozinha coletiva bem equipada. Cafe da manha muito bom, os chalés sao bem aconchegantes. Recomendo. Lugar otimo para ir em familia, em meio a natureza. ",4,Vale a pena!!!
"Pousada pequena, porém muito confortável, WI-FI em todos os quartos com muito boa velocidade.",4,Pousada legal
"Ótima pousada, o atendimento muito bom também. Os chalés permitem privacidade e são aconchegantes.... Lugar em meio a natureza, com trilhas ecológicas.",4,"Excelente lugar, calmo, tranquilo e com boa estrutura. Atendimento excepcional, ótima arrumação. Moraria lá!"
"Para quem quer descansar é ótimo. Fui com família (esposa e filhas). Fizemos trilhas, jogamos tênis, sinuca, e fomos à piscina. Perto do centro, apenas 8 km, e se não estiver de carro, sem problemas, basta chamar um táxi. Único ponto negativo é em relação a internet (wifi) de baixa velocidade. Excedeu completamente minhas expectativas. Não só recomendo, como voltarei algumas vezes!",5,Muito bom
"A pousada é muito agradável, o atendimento é feito pelos donos que são extremamente atenciosos e gentis. O café da manhã é muito bom, tudo de qualidade. O quarto que ficamos era super grande, tem lareira e ar condicionado. Mas como é muito frio eu aconselho já ascender a lareira para o ambiente ficar ainda mais aquecido. Achei o acesso fácil. O GPS Waze te coloca lá dentro do hotel. Valeu a pena. Adoramos.",4,Local lindo e tranquilo.
"Para quem pretende conhecer a região da Serra do RS, eu recomendo pelos seguintes motivos: -o preço é acessível em relação a outras pousadas similares. - o atendimento é feito pelos proprietários (Xixo e Ivnete), são simpáticos e fazem o possível para auxiliar o turista. - a localização é no pórtico e favorece a chegada/saída. ",4,Na porta do Portal.
"A pousada tem bom café da manhã, quartos limpos, aquecimento com tv e frigobar. Um grande problema é que os quartos não tem contato com a recepção e local do café da manhã. Em dias de chuva ou frio, tem que descer uma escada grande ou ir andando pela rua pra dar volta no quarteirão e chegar a recepção. Fica localizado do lado do pórtico, longe do centro para quem não tem carro alugado ou irá depender do transporte das vans de passeio. Não recomento para quem tem crianças pequenas, idosos e deficientes devido a falta de acessibilidade.",4,o atendimento é diferenciado
"Local simples mas bem limpo, quarto confortável, ótimo colchão, com acesso a internet. Café da manhã é simples mas é suficiente, tudo muito gostoso. Ambiente familiar, todos muito simpáticos. Lugar tranquilo. Bem localizado, apesar de ser um pouco longe do centro mas é de fácil acesso e bem silencioso para dormir.",4,Ótimo custo benefício
"Gostei do ambiente acolhedor e do atendimento diferençado. Quartos bem limpos e aconchegante. Estacionamento, infelizmente a céu aberto, mas nada que comprometesse. Vistas linda e um café da manhã delicioso. Fomos ainda muito bem assessorados pela proprietária e pelo artesão competente Xixo.",3,Ótimo preço na baixa temporada
"Segunda vez que fomos. O lugar é lindo! Sala de jogos, piscina e bicicletas pra passeio. O café da manhã é muito bom.",4,Muito bom 
Um local acolhedor onde você é recebido pelos proprietários. A cama king size tem um ótimo colchão. Lugar simples mas vale a pena pelo preço. Longe do centro mas junto ao pórtico da cidade. O Café da manhã deixa a desejar.,3,Custo benefício muito bom
"Se você não gosta do silencio, da tranquilidade e de estar no meio da natureza, não vá para essa pousada. ",5,lugar excelente!
"Excelente para quem quer passar um final de semana ou feriadão em Gramado. Os apartamentos podem ser ocupados por até 4 pessoas. Têm uma cama de casal e um beliche, banheiro com água quente, calefação, mini-cozinha com todos os apetrechos para fazer as próprias refeições e microondas. Excelente para quem está com crianças, pois tem recreação para os pequenos e salão de jogos para os maiores. Piscina térmica e churrasqueiras. Restaurante serve refeições para quem não quer explorar a famosa gastronomia da cidade. O custo benefício é ótimo, pois pelo preço normal  para duas nos hotéis e pousas é possível ficar com quatro pessoas com muito conforto. O quarto tem serviço de camareira e de roupa de cama e banho.",4,Muito bom!!
"muito bom,cafe da manhã ótimo, o chale que eu fiquei o numero 7 era muito bom, a piscina excelente o sr Jairo e pessoal que atendem são muito atencioso, e um pouco retirado mais é bom que faz muito silencio a noite, a estrada de acesso mesmo com os 2,5 km de terra é boa mesmo com chuva, quando voltar a gramado ficarei lá com certeza!",5,ótimo
"Estive com a família, lugar muito gostoso e divertido, principalmente quem procura tranquilidade.Café excelente suco natural de uva todos os dias no café sem contar o ótimo atendimento do senhor Jairo, recomendo....",3,Pousada Razoável
"Excelente em tudo , café da manha , oss quartos , acomodações , funcionarios superprestativos , atenciosos , simpaticos , excelente nota 10000000 , melhor viagem que ja fiz , fica logo na entrada da cidade , excelente vista pela manha , muito bom mesmo , recomendo a todos.",5,Tó em casa
"Já viajou para uma cidade e quando chegou para se hospedar, falou "" tó em casa""?",5,Muito boa!
A pousada Xixo Escultura é simples porém acolhedora. ,4,Pousada aconchegante
"A pousada Xixo escultura é realmente muito boa, logo na entrada da cidade, próximo ao pórtico, o atendimento é excelente, a família do senhor Xixo é super hospitaleira, sempre dispostos a ajudar. O café da manhã é ótimo, muitas opções, é um mini café colonial todas as manhãs. Fomos em alguns amigos, e ficamos na casa da pousada, uma ótima pedida para quem estiver indo em maior número de pessoas, a casa fica na rua atrás da pousada, é uma maior privacidade e qualidade de hospedagem pois é uma casa com cozinha, sala e tudo que a pousada oferece de serviços (café da manhã e serviço de quarto). Ótimo custo benefício.",4,Aprovada!
"A familia do sr Xixo nos fez sentir em casa! pousada limpa e aconchegante, quarto confortável, café da manhã gostoso! Os donos são muito simpáticos. A localização é boa. Relação custo benefício muito boa! Só nao gostamos muito das escadas. No mais, foi tudo ok.",5,Custo benefício  bom
"Pousada razoável. O atendimento dos proprietários é muito bom, são atenciosos e gentis. O problema é a localização, bem afastado, mas pra quem quer sossego é bom. O quarto é grande, porém achamos um que estava pouco 'abandonado', precisando de melhorias, principalmente no banheiro. A noite não conseguimos dormir direito pois estamos ouvindo barulho de pequenos animais no forro...não teve como dormir direito.",5,Recomendadíssimo!
"Primeiramente: a recepção deles é ÓTIMA! Após 18h de viagem de CARRO, chegamos no meio da madrugada e o moço que estava na recepção foi muito atencioso, nosso chalé estava prontinho pra nos receber, como estávamos em 7 pessoas, colocaram um colchão a mais, todos com aquecedor! A localização é distante, precisa chegar com GPS, mas quando está próximo tem placa indicando. Mas a vista de lá é maravilhosa. O café da manhã deles é uma delícia! A única coisa que deixou a desejar, foi que só trocaram nossa toalha quando pedimos, mas só resto foi tudo perfeito e com certeza voltaremos!",5,Excelente 
"Hotel muito confortável. Funciona no sistema time-sharing mas, é possível adquirir diárias através de seus proprietários que anunciam no site do hotel http://www.pousadadoserrano.com.br , Possui um restaurante com comida caseira que sai muito em conta pela relação custo/benefício. A localização é excelente: fica bem no centro da cidade de Gramado. É possível sair sem carro e transitar tranquilamente. Os apartamentos oferecem um ambiente com cama de casal e mesa com quatro cadeiras com um kit de cozinha compacta com os utensílios necessários para uma pequena refeição, para quatro pessoas. Possui um outro ambiente com um beliche que acomoda mais duas pessoas. Possui piscina térmica, sala de jogos, recreação infantil, aparelhos de ginástica, sala de estar com lareira, calefação em todos os ambientes.",4,Custo Baixo com qualidade
"Chegamos no chalé e o cheiro do banheiro era insuportável. No dia seguinte limparam, mas o cheiro voltava após algum tempo de uso. Piscina aquecida desligada ou muito fraca. Muito caro pelo que oferece.",5,Ótimo para relaxar
"Ficamos por 4 dias na pousada, um casal com dois filhos,  gostamos muito, o tamanho da cabana é muito bom e a vista fantástica...o ar quente deixa o mezanino bem quentinho o que é muito bom para as crianças e na parte debaixo usamos o cobertor super quente. O atendimento e o café da manhã merecem nota 10. Quanto a localização fica a uns 8 km do centro de gramado sendo necessário o carro, mas a estrada é tranquila.",3,Refúgio na zona rural de Gramado
"Conheci o Pousada do Serrano a alguns anos atrás e tive uma estada bem agradável. A arquitetura do lugar é ampla, agradável. De qualquer andar podemos visualizar todo o hotel.",4,Fim de semana na serra gaúcha
"Pousada bem localizada bem na entrada da cidade. Nós não ficamos na pousada mas sim no chalé que fica na rua atras da pousada.  Ficamos muito bem instalados lá. Tudo muito limpo, e tudo o que tem numa casa tinha no chalé.  Os donos muito atenciosos, dona Ivonete é uma pessoa muita receptiva e nos deixo muito à vontade.  O café da manhã excelente, ambiente bem familiar.  Recomendo para quem for a Gramado!!!",4,Excelente pra quem está de carro
"Pousada bem localizada para quem está de carro, pois fica bem próximo ao pórtico de entrada da cidade. O atendimento é muito bom, feito pelos próprios donos da pousada. Alguns detalhes no entanto estragaram um pouco nossa impressão da pousada: 1) Na reserva que fizemos constava frigobar, o que não havia no quarto, gerando alguns transtornos pois fizemos alguns passeios de aventura como caminhadas e não havia como gelar a água; 2) as arrumadoras de quarto pecam pelo excesso, pois dobraram as roupas que deixamos em cima da cama e arrumaram o armário com as mesmas, porém mexendo inclusive em malas e bolsas de viagem para guardar pertences, contudo ressalto que nada foi subtraído - mas remexido, o que é um tremendo inconveniente. Café da manhã simples porém gostoso e nutritivo, contudo havia poucas mesas no salão e tivemos que dividir a mesa com outra família.",4,pousada para familia
